Actual,SVR_Predicted,RF_Predicted,SVR_Absolute_Error,RF_Absolute_Error,SVR_Error,RF_Error,SVR_Relative_Error,RF_Relative_Error
117.6,70.66071097614963,105.04970000000014,46.93928902385037,12.55029999999985,46.939289023850364,12.55029999999985,0.39914361414838745,0.10672023809523683
117.6,56.688687320866165,120.80328120441038,60.91131267913383,3.203281204410388,60.91131267913383,3.2032812044103878,0.5179533391082809,0.027238785751789014
31.2,22.087735674789656,109.87523294747126,9.112264325210344,78.67523294747126,9.112264325210344,78.67523294747126,0.29205975401315204,2.52164208164972
36.0,45.27083274386575,42.91324678026809,9.270832743865752,6.913246780268089,9.270832743865753,6.913246780268089,0.25752313177404873,0.1920346327852247
25.2,36.371455231869504,51.30836666666666,11.171455231869505,26.108366666666665,11.171455231869505,26.108366666666658,0.4433117155503772,1.036046296296296
8.4,24.436543730630547,13.439999999999998,16.036543730630548,5.039999999999997,16.036543730630548,5.039999999999997,1.909112348884589,0.5999999999999996
10.8,37.14000483293216,41.60325731417863,26.340004832932163,30.803257314178627,26.340004832932163,30.803257314178627,2.4388893363826076,2.8521534550165395
352.8,168.0972564439203,382.1801114801745,184.70274355607967,29.380111480174435,184.70274355607972,29.38011148017449,0.523533853617006,0.08327695997781885
72.0,491.8493317946409,1628.0689687079432,419.8493317946409,1556.0689687079432,419.8493317946409,1556.0689687079432,5.831240719370012,21.612069009832545
72.0,93.19478337901307,82.14066666666666,21.194783379013074,10.14066666666666,21.194783379013074,10.140666666666661,0.2943719913751816,0.14084259259259252
24.0,23.285834929074326,21.838,0.7141650709256737,2.161999999999999,0.7141650709256737,2.161999999999999,0.029756877955236405,0.0900833333333333
360.0,244.4053718946933,382.3413333333333,115.5946281053067,22.341333333333296,115.5946281053067,22.341333333333296,0.3210961891814075,0.062059259259259154
36.0,95.81054174172176,62.373584615384615,59.81054174172175,26.373584615384612,59.810541741721764,26.373584615384615,1.661403937270049,0.7325995726495727
215.0,334.0177527733357,406.76357423184015,119.0177527733357,191.76357423184012,119.0177527733357,191.76357423184015,0.553570943131794,0.8919236010783262
48.0,45.53187467099736,152.9054088579977,2.468125329002646,104.90540885799771,2.468125329002639,104.90540885799771,0.05141927768755498,2.185529351208286
360.0,227.66073367428407,427.37733333333335,132.33926632571593,67.37733333333335,132.33926632571593,67.37733333333335,0.3676090731269887,0.1871592592592593
324.0,414.2022296930397,628.068,90.20222969303973,304.068,90.20222969303973,304.068,0.2784019434970362,0.9384814814814815
60.0,97.44125955663948,118.78104679658787,37.441259556639466,58.78104679658789,37.44125955663948,58.78104679658787,0.624020992610658,0.9796841132764645
48.0,36.84471651930448,56.63477942057943,11.155283480695516,8.634779420579427,11.155283480695523,8.634779420579427,0.23240173918115672,0.17989123792873807
60.0,122.91707867207708,185.22819548380096,62.91707867207708,125.22819548380096,62.91707867207708,125.22819548380096,1.0486179778679514,2.087136591396683
60.0,53.27688379896392,105.91646642127512,6.723116201036078,45.91646642127513,6.723116201036078,45.91646642127512,0.11205193668393462,0.7652744403545853
300.0,147.48947182812572,143.20470133644764,152.51052817187428,156.79529866355236,152.51052817187428,156.79529866355236,0.508368427239581,0.5226509955451746
120.0,66.33878588784796,99.78382423132425,53.66121411215204,20.216175768675757,53.66121411215204,20.216175768675754,0.44717678426793367,0.16846813140563127
90.0,180.19772983958703,165.6170676357698,90.19772983958704,75.61706763576981,90.19772983958703,75.61706763576981,1.0021969982176335,0.8401896403974424
210.0,138.46279098904802,144.36370964710594,71.53720901095198,65.63629035289406,71.53720901095198,65.63629035289406,0.3406533762426285,0.3125537635852098
48.0,34.1482261312126,46.55685970135286,13.851773868787404,1.4431402986471369,13.851773868787397,1.4431402986471369,0.28857862226640413,0.03006542288848202
70.0,182.84411090686197,87.95162496392497,112.84411090686194,17.95162496392497,112.84411090686197,17.95162496392497,1.6120587272408853,0.25645178519892814
239.0,136.81310938510342,401.6962729320987,102.18689061489658,162.69627293209868,102.18689061489658,162.69627293209868,0.42756021177780995,0.6807375436489485
82.0,184.30525419821825,94.63029163059164,102.30525419821822,12.630291630591644,102.30525419821825,12.630291630591643,1.2476250511977836,0.15402794671453224
62.0,105.84101967716458,195.66427518621404,43.84101967716458,133.66427518621404,43.84101967716458,133.66427518621404,0.7071132205994287,2.1558754062292587
170.0,129.96810513554,229.53552380952385,40.031894864460014,59.53552380952385,40.031894864460014,59.53552380952385,0.2354817344968236,0.3502089635854344
192.0,177.91090704102214,233.3981904761905,14.089092958977858,41.39819047619051,14.089092958977858,41.39819047619051,0.07338069249467634,0.21561557539682555
18.0,39.11976414235869,92.92751578306375,21.11976414235869,74.92751578306377,21.11976414235869,74.92751578306375,1.1733202301310384,4.162639765725764
50.0,81.02768063666792,36.31281904761904,31.027680636667924,13.687180952380965,31.027680636667924,13.687180952380963,0.6205536127333585,0.27374361904761924
60.0,87.59481250382964,57.77683809523808,27.594812503829644,2.223161904761916,27.594812503829644,2.2231619047619233,0.4599135417304941,0.037052698412698724
42.0,96.505707861696,22.9685,54.50570786169601,19.0315,54.505707861695996,19.0315,1.2977549490879998,0.4531309523809524
60.0,43.823982909332585,70.78647126173264,16.176017090667415,10.786471261732643,16.176017090667415,10.786471261732643,0.2696002848444569,0.1797745210288774
444.0,214.831990237964,204.48099905856049,229.16800976203604,239.51900094143951,229.168009762036,239.51900094143951,0.5161441661307117,0.5394572093275665
42.0,35.18170974946156,44.9604900432332,6.818290250538439,2.9604900432332,6.818290250538439,2.9604900432332,0.16234024406043904,0.07048785817221906
114.0,32.15187002116795,78.05460115440115,81.84812997883205,35.945398845598845,81.84812997883205,35.945398845598845,0.7179660524458952,0.31531051618946354
1248.0,362.5768427223072,640.03,885.4231572776928,607.97,885.4231572776928,607.97,0.7094736837161,0.48715544871794875
2400.0,962.3042817924756,1468.3743445543569,1437.6957182075244,931.6256554456432,1437.6957182075244,931.6256554456431,0.5990398825864685,0.38817735643568463
1368.0,681.4733684138861,1273.47,686.5266315861139,94.52999999999996,686.5266315861139,94.52999999999997,0.501846952913826,0.06910087719298244
973.0,1214.644232348349,1506.766601381473,241.64423234834908,533.766601381473,241.64423234834908,533.766601381473,0.2483496735337606,0.5485782131361491
400.0,469.434731968498,392.59696767676775,69.434731968498,7.403032323232253,69.434731968498,7.403032323232253,0.173586829921245,0.018507580808080633
2400.0,885.1845996757684,1350.8539999999996,1514.8154003242316,1049.1460000000004,1514.8154003242316,1049.1460000000004,0.6311730834684298,0.43714416666666683
420.0,689.9097515657652,935.7937788744828,269.9097515657652,515.7937788744828,269.9097515657652,515.7937788744828,0.6426422656327743,1.2280804258916256
252.0,246.5157338083413,355.3180000000001,5.484266191658662,103.3180000000001,5.484266191658691,103.3180000000001,0.021762961078010675,0.40999206349206385
107.0,406.0980921829031,656.1833816958035,299.0980921829031,549.1833816958035,299.0980921829031,549.1833816958035,2.7953092727374123,5.132554969119659
571.4,323.80007070311,392.63400000000007,247.59992929689,178.7659999999999,247.59992929688997,178.7659999999999,0.4333215423466748,0.3128561428071402
98.8,336.21153267514666,237.36946326093,237.41153267514665,138.56946326093004,237.41153267514665,138.56946326092998,2.402950735578407,1.4025249317907893
155.0,413.02265918899934,400.5088805186128,258.02265918899934,245.5088805186128,258.02265918899934,245.50888051861278,1.6646623173483828,1.583928261410405
750.0,578.6762632609755,535.3618597254654,171.32373673902453,214.63814027453463,171.32373673902453,214.63814027453463,0.22843164898536603,0.28618418703271287
2120.0,648.5562760712562,825.2968582735346,1471.4437239287438,1294.7031417264654,1471.4437239287438,1294.7031417264654,0.6940772282682753,0.6107090291162572
370.0,512.5766751296201,332.6697712780079,142.57667512962007,37.330228721992114,142.57667512962007,37.330228721992114,0.3853423652151894,0.10089251005943814
1181.0,843.3817361348724,2506.6940000000004,337.6182638651276,1325.6940000000004,337.6182638651276,1325.6940000000004,0.28587490589765246,1.1225182049110927
278.0,239.53557258641013,476.9834196128348,38.464427413589874,198.9834196128348,38.464427413589874,198.98341961283478,0.1383612496891722,0.7157676964490459
8.4,11.97791117953443,92.92751578306375,3.5779111795344303,84.52751578306376,3.5779111795344303,84.52751578306375,0.4259418070874322,10.062799497983779
4560.0,916.9544728684656,2206.777589265201,3643.045527131535,2353.222410734799,3643.0455271315345,2353.222410734799,0.7989134927920032,0.5160575462137716
720.0,976.803492675002,1454.3418159829284,256.8034926750021,734.3418159829284,256.80349267500196,734.3418159829284,0.3566715176041694,1.0199191888651784
458.0,808.6374724381308,826.6596644304044,350.6374724381308,368.6596644304044,350.63747243813077,368.6596644304044,0.7655840009566174,0.8049337651318873
2460.0,1113.342525152374,1527.0024237576154,1346.657474847626,932.9975762423846,1346.657474847626,932.9975762423846,0.5474217377429373,0.3792673074156035
162.0,552.387925441086,484.4348666666668,390.38792544108605,322.4348666666668,390.38792544108605,322.4348666666668,2.4098020088955927,1.9903386831275727
150.0,113.07379134537985,364.9362711645822,36.92620865462016,214.9362711645822,36.926208654620154,214.9362711645822,0.24617472436413437,1.432908474430548
636.0,637.5660720746689,616.067757832796,1.5660720746689094,19.93224216720398,1.5660720746689094,19.93224216720398,0.0024623774758945117,0.03134000340755343
882.0,734.6813684448726,848.86,147.31863155512735,33.139999999999986,147.31863155512735,33.139999999999986,0.16702792693325097,0.0375736961451247
444.0,1244.9276496399334,1905.993,800.9276496399334,1461.993,800.9276496399334,1461.993,1.8038911027926428,3.292777027027027
192.0,787.6036723873551,1389.51,595.6036723873551,1197.51,595.6036723873551,1197.51,3.102102460350808,6.23703125
576.0,649.9107512497588,791.18,73.91075124975885,215.17999999999995,73.91075124975885,215.17999999999995,0.12831727647527577,0.3735763888888888
432.0,465.57105994852486,695.54,33.57105994852486,263.54,33.57105994852486,263.53999999999996,0.07771078691788162,0.6100462962962963
72.0,268.608611559005,250.981,196.608611559005,178.981,196.608611559005,178.981,2.730675160541736,2.485847222222222
300.0,356.2895513456176,382.9169767699826,56.28955134561761,82.91697676998263,56.28955134561761,82.91697676998263,0.18763183781872536,0.27638992256660877
300.0,302.18822804993226,366.1328692640693,2.1882280499322637,66.13286926406931,2.1882280499322633,66.13286926406931,0.0072940934997742105,0.22044289754689772
240.0,160.5682104477695,104.42382849365138,79.4317895522305,135.5761715063486,79.4317895522305,135.5761715063486,0.3309657898009604,0.5649007146097859
600.0,344.7685072572642,438.505624450192,255.23149274273575,161.494375549808,255.23149274273578,161.494375549808,0.425385821237893,0.26915729258301335
756.0,758.1933381960022,537.4385138494946,2.1933381960021734,218.5614861505054,2.1933381960021734,218.5614861505054,0.002901241000002875,0.28910249490807594
1200.0,973.590588524276,1327.17680725911,226.4094114757241,127.17680725910986,226.40941147572403,127.17680725911009,0.18867450956310336,0.10598067271592508
97.0,741.6194190901468,1023.49,644.6194190901468,926.49,644.6194190901468,926.49,6.6455610215479055,9.551443298969073
409.0,623.6805779691056,535.7560000000001,214.6805779691056,126.75600000000009,214.68057796910557,126.75600000000009,0.5248913886775197,0.30991687041564814
703.0,489.2736826369305,594.5100242462726,213.72631736306948,108.48997575372744,213.72631736306948,108.48997575372744,0.3040203660925597,0.15432428983460517
1350.0,706.6326760420957,1778.4898258608796,643.3673239579043,428.4898258608796,643.3673239579043,428.4898258608796,0.47656838811696617,0.31739987100805894
480.0,1206.677974055773,781.6029317133446,726.6779740557729,301.60293171334456,726.6779740557729,301.60293171334456,1.5139124459495268,0.6283394410694678
599.0,456.3052980943354,661.3819284984237,142.6947019056646,62.38192849842369,142.6947019056646,62.38192849842369,0.23822153907456528,0.10414345325279414
430.0,573.52464682597,369.9802,143.52464682596997,60.01980000000003,143.52464682596997,60.019799999999975,0.3337782484324883,0.13958093023255808
4178.2,1928.2663101917865,1941.035380770048,2249.9336898082133,2237.164619229952,2249.9336898082133,2237.1646192299518,0.5384935354478516,0.5354374178426001
1772.5,1717.910101258248,2956.081992167049,54.589898741752,1183.5819921670495,54.589898741751995,1183.581992167049,0.030798250347955993,0.6677472452282365
1645.9,1901.5439064295356,3254.7257747619065,255.6439064295353,1608.8257747619064,255.6439064295355,1608.8257747619064,0.1553216516371198,0.9774748008760594
1924.5,1194.5473671093273,2094.067212500004,729.9526328906727,169.56721250000373,729.9526328906727,169.5672125000042,0.37929469103178626,0.08810974928553089
648.0,605.9276544922442,1243.9345411482093,42.07234550775581,595.9345411482093,42.07234550775581,595.9345411482093,0.06492645911690711,0.9196520696731625
8211.0,1450.2618947810097,3092.013447156085,6760.73810521899,5118.986552843915,6760.73810521899,5118.986552843915,0.8233757283179869,0.6234303437880788
480.0,237.03046908026977,246.03839047619047,242.96953091973023,233.96160952380956,242.96953091973023,233.96160952380953,0.506186522749438,0.48742001984126987
12.0,605.1358165297777,766.3873897414061,593.1358165297777,754.3873897414061,593.1358165297777,754.3873897414061,49.427984710814805,62.86561581178384
38.0,590.1872029486084,735.0073040271204,552.1872029486084,697.0073040271204,552.1872029486084,697.0073040271204,14.531242182858115,18.342297474397906
